,true,predict,make,model,score,alpha
10240,10.19988156558993,10.19988156558993,Ford,Kuga,-8.212798465314643e-31,0
16804,10.018778596870863,10.018778596870863,Ford,Kuga,-8.212798465314643e-31,0
11307,10.544024782823776,10.544024782823776,Ford,Kuga,-8.212798465314643e-31,0
5215,9.90323752128092,9.90323752128092,Ford,Kuga,-8.212798465314643e-31,0
17470,9.927936232938437,9.927936232938437,Ford,Kuga,-8.212798465314643e-31,0
12702,9.680281499268713,9.68028149926871,Ford,Kuga,-8.212798465314643e-31,0
345,9.798127036878302,9.798127036878302,Ford,Kuga,-8.212798465314643e-31,0
12287,10.37333491957356,10.37333491957356,Ford,Kuga,-8.212798465314643e-31,0
5007,10.419300717813158,10.419300717813158,Ford,Kuga,-8.212798465314643e-31,0
8964,10.203406942652387,10.203406942652387,Ford,Kuga,-8.212798465314643e-31,0
785,10.085809109330082,10.08580910933008,Ford,Kuga,-8.212798465314643e-31,0
3520,9.612466578818832,9.612466578818832,Ford,Kuga,-8.212798465314643e-31,0
4023,9.738023112808596,9.738023112808595,Ford,Kuga,-8.212798465314643e-31,0
6516,10.274878680310541,10.274878680310541,Ford,Kuga,-8.212798465314643e-31,0
1731,9.174713194333032,9.174713194333032,Ford,Focus,-6.532754371361504e-31,0
8144,9.546455401949554,9.546455401949554,Ford,Focus,-6.532754371361504e-31,0
13547,9.996522418503318,9.996522418503318,Ford,Focus,-6.532754371361504e-31,0
3493,9.792555991828847,9.79255599182885,Ford,Focus,-6.532754371361504e-31,0
982,9.132378830506472,9.132378830506473,Ford,Focus,-6.532754371361504e-31,0
16493,9.67721410821299,9.67721410821299,Ford,Focus,-6.532754371361504e-31,0
213,9.795345393916424,9.795345393916424,Ford,Focus,-6.532754371361504e-31,0
7921,10.308785980087194,10.308785980087194,Ford,Focus,-6.532754371361504e-31,0
4443,10.340128278112742,10.340128278112743,Ford,Focus,-6.532754371361504e-31,0
11503,9.350102314351341,9.350102314351341,Ford,Focus,-6.532754371361504e-31,0
15031,9.852194258148577,9.852194258148577,Ford,Focus,-6.532754371361504e-31,0
15765,9.612466578818832,9.612466578818832,Ford,Focus,-6.532754371361504e-31,0
7959,9.468851067127684,9.468851067127684,Ford,Focus,-6.532754371361504e-31,0
16327,10.273325483001141,10.273325483001143,Ford,Focus,-6.532754371361504e-31,0
8374,9.67721410821299,9.67721410821299,Ford,Focus,-6.532754371361504e-31,0
13099,9.612466578818832,9.612466578818832,Ford,Focus,-6.532754371361504e-31,0
11509,9.392578591964389,9.392578591964389,Ford,Focus,-6.532754371361504e-31,0
6913,10.290449189079732,10.290449189079732,Ford,Focus,-6.532754371361504e-31,0
15209,10.083723602839061,10.083723602839061,Ford,Focus,-6.532754371361504e-31,0
7286,9.67721410821299,9.67721410821299,Ford,Focus,-6.532754371361504e-31,0
16134,9.61547209118311,9.61547209118311,Ford,Focus,-6.532754371361504e-31,0
4267,9.996522418503318,9.99652241850332,Ford,Focus,-6.532754371361504e-31,0
2814,9.491752831414368,9.491752831414368,Ford,Focus,-6.532754371361504e-31,0
12388,9.67721410821299,9.67721410821299,Ford,Focus,-6.532754371361504e-31,0
2952,10.571188711764599,10.5711887117646,Ford,Focus,-6.532754371361504e-31,0
9758,9.795345393916424,9.795345393916424,Ford,Focus,-6.532754371361504e-31,0
392,9.345745008982385,9.345745008982385,Ford,Focus,-6.532754371361504e-31,0
3586,9.769670404801788,9.769670404801788,Ford,Focus,-6.532754371361504e-31,0
244,9.635608107380527,9.635608107380527,Ford,Focus,-6.532754371361504e-31,0
3521,9.153770020487789,9.153770020487789,Ford,Focus,-6.532754371361504e-31,0
9302,9.927936232938437,9.927936232938439,Ford,Focus,-6.532754371361504e-31,0
1899,9.305195902988862,9.305195902988862,Ford,Focus,-6.532754371361504e-31,0
2096,9.838949031398556,9.838949031398556,Ford,Focus,-6.532754371361504e-31,0
10486,9.345745008982385,9.345745008982385,Ford,Focus,-6.532754371361504e-31,0
11942,10.220121446937677,10.220121446937679,Ford,Focus,-6.532754371361504e-31,0
12233,9.158520623246385,9.158520623246385,Ford,Focus,-6.532754371361504e-31,0
3065,9.209840246934501,9.209840246934501,Ford,Focus,-6.532754371361504e-31,0
13782,9.543234787249512,9.543234787249512,Ford,Focus,-6.532754371361504e-31,0
2644,9.9940135792355,9.9940135792355,Ford,Focus,-6.532754371361504e-31,0
9394,10.083723602839061,10.083723602839061,Ford,Focus,-6.532754371361504e-31,0
3897,9.795345393916424,9.795345393916424,Ford,Focus,-6.532754371361504e-31,0
14794,9.259130536145614,9.259130536145614,Ford,Focus,-6.532754371361504e-31,0
8213,9.740674462130217,9.740674462130217,Ford,Focus,-6.532754371361504e-31,0
6430,9.767094927630573,9.767094927630575,Ford,Focus,-6.532754371361504e-31,0
1154,9.543234787249512,9.543234787249512,Ford,Focus,-6.532754371361504e-31,0
6864,9.67721410821299,9.677214108212992,Ford,Focus,-6.532754371361504e-31,0
5980,9.51044496442652,9.51044496442652,Ford,Focus,-6.532754371361504e-31,0
9078,8.846496938558838,8.846496938558838,Ford,Focus,-6.532754371361504e-31,0
10961,10.16199824768763,10.16199824768763,Ford,Focus,-6.532754371361504e-31,0
11452,9.710812583662682,9.710812583662683,Ford,Focus,-6.532754371361504e-31,0
11707,9.67721410821299,9.67721410821299,Ford,Focus,-6.532754371361504e-31,0
2110,9.67721410821299,9.677214108212992,Ford,Focus,-6.532754371361504e-31,0
1380,9.795345393916424,9.795345393916424,Ford,Focus,-6.532754371361504e-31,0
16818,9.287301413112312,9.287301413112312,Ford,Focus,-6.532754371361504e-31,0
2840,10.363030408174957,10.363030408174959,Ford,Focus,-6.532754371361504e-31,0
1038,10.04107321548869,10.04107321548869,Ford,Focus,-6.532754371361504e-31,0
10490,9.795345393916424,9.795345393916424,Ford,Focus,-6.532754371361504e-31,0
2940,9.67721410821299,9.67721410821299,Ford,Focus,-6.532754371361504e-31,0
7118,10.373491181781864,10.373491181781864,Ford,Focus,-6.532754371361504e-31,0
14257,10.021048341275273,10.021048341275273,Ford,Focus,-6.532754371361504e-31,0
16572,9.61547209118311,9.61547209118311,Ford,Focus,-6.532754371361504e-31,0
11519,9.648595302907339,9.648595302907339,Ford,Focus,-6.532754371361504e-31,0
80,9.648595302907339,9.64859530290734,Ford,Focus,-6.532754371361504e-31,0
9784,9.510074525452104,9.510074525452104,Ford,Focus,-6.532754371361504e-31,0
13299,8.987196820661973,8.987196820661973,Ford,Focus,-6.532754371361504e-31,0
15157,9.710812583662682,9.710812583662682,Ford,Focus,-6.532754371361504e-31,0
9791,9.153770020487789,9.153770020487789,Ford,Focus,-6.532754371361504e-31,0
14664,7.882314918980268,7.882314918980269,Ford,Focus,-6.532754371361504e-31,0
7813,9.51044496442652,9.51044496442652,Ford,Focus,-6.532754371361504e-31,0
148,9.67721410821299,9.67721410821299,Ford,Focus,-6.532754371361504e-31,0
15062,10.163926888594034,10.163926888594036,Ford,Focus,-6.532754371361504e-31,0
7495,9.758172721371269,9.758172721371269,Ford,Focus,-6.532754371361504e-31,0
8978,10.344963098167325,10.344963098167325,Ford,Focus,-6.532754371361504e-31,0
15358,9.2093398716426,9.2093398716426,Ford,Focus,-6.532754371361504e-31,0
12872,10.043032079974024,10.043032079974024,Ford,Focus,-6.532754371361504e-31,0
395,9.841346155998279,9.841346155998279,Ford,Focus,-6.532754371361504e-31,0
1390,9.543234787249512,9.543234787249512,Ford,Focus,-6.532754371361504e-31,0
2322,9.973479924356162,9.973479924356162,Ford,Focus,-6.532754371361504e-31,0
10482,9.795345393916424,9.795345393916424,Ford,Focus,-6.532754371361504e-31,0
16600,9.578449693540579,9.578449693540579,Ford,Focus,-6.532754371361504e-31,0
3832,9.6614159913364,9.6614159913364,Ford,Focus,-6.532754371361504e-31,0
6679,10.404262840448617,10.404262840448617,Ford,Focus,-6.532754371361504e-31,0
11363,9.605755144230846,9.605755144230846,Ford,Focus,-6.532754371361504e-31,0
13367,9.461099090323366,9.461099090323366,Ford,Focus,-6.532754371361504e-31,0
4453,9.851931065621725,9.851931065621727,Ford,Focus,-6.532754371361504e-31,0
4136,9.612466578818832,9.612466578818832,Ford,Focus,-6.532754371361504e-31,0
4394,9.878169744551839,9.878169744551839,Ford,Focus,-6.532754371361504e-31,0
14005,10.124629101179664,10.124629101179664,Ford,Focus,-6.532754371361504e-31,0
15728,10.201738576337144,10.201738576337146,Ford,Focus,-6.532754371361504e-31,0
7890,9.996522418503318,9.996522418503318,Ford,Focus,-6.532754371361504e-31,0
17259,9.581903928408666,9.581903928408666,Ford,Focus,-6.532754371361504e-31,0
2058,8.974618038455112,8.974618038455112,Ford,Focus,-6.532754371361504e-31,0
2712,10.363030408174957,10.363030408174959,Ford,Focus,-6.532754371361504e-31,0
2002,10.106428396532818,10.106428396532818,Ford,Focus,-6.532754371361504e-31,0
15280,9.726153537253213,9.726153537253213,Ford,Focus,-6.532754371361504e-31,0
6191,9.571505221187767,9.571505221187767,Ford,Focus,-6.532754371361504e-31,0
945,9.849559210510572,9.849559210510572,Ford,Focus,-6.532754371361504e-31,0
17129,9.543234787249512,9.543234787249512,Ford,Focus,-6.532754371361504e-31,0
6812,10.323841273138044,10.323841273138044,Ford,Focus,-6.532754371361504e-31,0
6425,7.919356190660617,7.919356190660618,Ford,Focus,-6.532754371361504e-31,0
4993,10.106428396532818,10.10642839653282,Ford,Focus,-6.532754371361504e-31,0
15729,9.205327830152639,9.205327830152639,Ford,Focus,-6.532754371361504e-31,0
16248,9.301094735244646,9.301094735244646,Ford,Focus,-6.532754371361504e-31,0
16278,9.371608519572305,9.371608519572305,Ford,Focus,-6.532754371361504e-31,0
2626,9.90323752128092,9.90323752128092,Ford,Focus,-6.532754371361504e-31,0
4424,9.301094735244646,9.301094735244646,Ford,Focus,-6.532754371361504e-31,0
7684,10.302632731899473,10.302632731899473,Ford,Focus,-6.532754371361504e-31,0
14941,10.054060411015502,10.054060411015502,Ford,Focus,-6.532754371361504e-31,0
16721,9.674074388208323,9.674074388208323,Ford,Focus,-6.532754371361504e-31,0
16599,9.674074388208323,9.674074388208323,Ford,Focus,-6.532754371361504e-31,0
13126,9.738023112808596,9.738023112808596,Ford,Focus,-6.532754371361504e-31,0
6501,9.825255704266555,9.825255704266555,Ford,Focus,-6.532754371361504e-31,0
16807,9.875602349046593,9.875602349046593,Ford,Focus,-6.532754371361504e-31,0
9505,9.758172721371269,9.758172721371269,Ford,Focus,-6.532754371361504e-31,0
5540,10.431170293368542,10.431170293368542,Ford,Focus,-6.532754371361504e-31,0
7110,10.021270588192511,10.021270588192511,Ford,Focus,-6.532754371361504e-31,0
13411,9.708080756193517,9.708080756193517,Ford,Focus,-6.532754371361504e-31,0
9892,9.349667437197281,9.349667437197283,Ford,Focus,-6.532754371361504e-31,0
7145,10.273325483001141,10.273325483001143,Ford,Focus,-6.532754371361504e-31,0
11724,9.543234787249512,9.543234787249512,Ford,Focus,-6.532754371361504e-31,0
7752,10.19597058192895,10.195970581928952,Ford,Focus,-6.532754371361504e-31,0
7673,9.711115659888671,9.711115659888671,Ford,Focus,-6.532754371361504e-31,0
4714,9.158520623246385,9.158520623246387,Ford,Focus,-6.532754371361504e-31,0
14505,9.90323752128092,9.90323752128092,Ford,Focus,-6.532754371361504e-31,0
3416,9.433083843269053,9.433083843269053,Ford,Focus,-6.532754371361504e-31,0
9031,10.307284603543595,10.307284603543595,Ford,Focus,-6.532754371361504e-31,0
14292,10.333645273234664,10.333645273234664,Ford,Focus,-6.532754371361504e-31,0
11565,9.795345393916424,9.795345393916424,Ford,Focus,-6.532754371361504e-31,0
2719,9.90323752128092,9.903237521280921,Ford,Mondeo,-6.003039083633065e-30,0
3842,10.04107321548869,10.041073215488693,Ford,Mondeo,-6.003039083633065e-30,0
2124,9.952039593118293,9.952039593118297,Ford,Mondeo,-6.003039083633065e-30,0
7949,9.543234787249512,9.543234787249515,Ford,Mondeo,-6.003039083633065e-30,0
9523,9.468851067127684,9.468851067127686,Ford,Mondeo,-6.003039083633065e-30,0
2651,9.996522418503318,9.99652241850332,Ford,Mondeo,-6.003039083633065e-30,0
6119,8.986571625268054,8.986571625268054,Ford,Mondeo,-6.003039083633065e-30,0
11823,10.308785980087194,10.308785980087197,Ford,Mondeo,-6.003039083633065e-30,0
16838,10.106428396532818,10.106428396532818,Ford,Mondeo,-6.003039083633065e-30,0
11879,9.795345393916424,9.795345393916428,Ford,Mondeo,-6.003039083633065e-30,0
55,9.612466578818832,9.612466578818834,Ford,Mondeo,-6.003039083633065e-30,0
15621,8.691146498539675,8.691146498539673,Ford,Mondeo,-6.003039083633065e-30,0
10851,8.846496938558838,8.846496938558838,Ford,Mondeo,-6.003039083633065e-30,0
3403,9.851931065621725,9.851931065621727,Ford,Mondeo,-6.003039083633065e-30,0
6485,9.784140794903562,9.784140794903564,Ford,Mondeo,-6.003039083633065e-30,0
13486,9.47231994707559,9.472319947075592,Ford,Mondeo,-6.003039083633065e-30,0
5984,10.290449189079732,10.290449189079736,Ford,Mondeo,-6.003039083633065e-30,0
2693,9.645364282325891,9.645364282325893,Ford,Mondeo,-6.003039083633065e-30,0
11136,9.104424146384634,9.104424146384636,Ford,Mondeo,-6.003039083633065e-30,0
4433,9.388486557359657,9.388486557359661,Ford,Mondeo,-6.003039083633065e-30,0
15780,8.268731832117737,8.268731832117737,Ford,Mondeo,-6.003039083633065e-30,0
12055,10.126631103850338,10.12663110385034,Ford,Mondeo,-6.003039083633065e-30,0
5741,8.980927207648378,8.980927207648378,Ford,Mondeo,-6.003039083633065e-30,0
4687,9.767094927630573,9.767094927630575,Ford,Mondeo,-6.003039083633065e-30,0
301,8.852950887099581,8.852950887099581,Ford,Mondeo,-6.003039083633065e-30,0
2406,10.043032079974024,10.043032079974028,Ford,Mondeo,-6.003039083633065e-30,0
15077,9.952039593118293,9.952039593118295,Ford,Mondeo,-6.003039083633065e-30,0
2323,8.699514748210191,8.699514748210191,Ford,Mondeo,-6.003039083633065e-30,0
13518,8.980927207648378,8.980927207648378,Ford,Mondeo,-6.003039083633065e-30,0
2239,9.67721410821299,9.677214108212992,Ford,Mondeo,-6.003039083633065e-30,0
16476,8.656955133791396,8.656955133791397,Ford,Mondeo,-6.003039083633065e-30,0
14046,9.795345393916424,9.795345393916428,Ford,Mondeo,-6.003039083633065e-30,0
4364,9.90323752128092,9.903237521280923,Ford,Mondeo,-6.003039083633065e-30,0
315,9.795345393916424,9.795345393916428,Ford,Mondeo,-6.003039083633065e-30,0
12993,9.645364282325891,9.645364282325895,Ford,Mondeo,-6.003039083633065e-30,0
15771,9.67721410821299,9.677214108212993,Ford,Mondeo,-6.003039083633065e-30,0
10099,10.04107321548869,10.041073215488693,Ford,Mondeo,-6.003039083633065e-30,0
1291,9.67721410821299,9.677214108212992,Ford,Mondeo,-6.003039083633065e-30,0
13550,10.19988156558993,10.199881565589934,Ford,Mondeo,-6.003039083633065e-30,0
6861,9.726153537253213,9.726153537253216,Ford,Mondeo,-6.003039083633065e-30,0
1309,9.85214162518454,9.852141625184544,Ford,Mondeo,-6.003039083633065e-30,0
9288,9.738023112808596,9.738023112808596,Ford,Fiesta,-0.0005596717614566706,0
4105,9.90098442231801,9.90098442231801,Ford,Fiesta,-0.0005596717614566706,0
16154,9.20522732258936,9.20522732258936,Ford,Fiesta,-0.0005596717614566706,0
5707,9.648595302907339,9.648595302907339,Ford,Fiesta,-0.0005596717614566706,0
4794,9.670924779305427,9.670924779305427,Ford,Fiesta,-0.0005596717614566706,0
17379,6.907755278982137,6.907755278982136,Ford,Fiesta,-0.0005596717614566706,0
231,9.949893925350283,9.949893925350283,Ford,Fiesta,-0.0005596717614566706,0
11401,9.567665104756411,9.567665104756411,Ford,Fiesta,-0.0005596717614566706,0
9905,9.468851067127684,9.468851067127684,Ford,Fiesta,-0.0005596717614566706,0
15204,9.153770020487789,9.153770020487789,Ford,Fiesta,-0.0005596717614566706,0
10750,9.28266103355581,9.28266103355581,Ford,Fiesta,-0.0005596717614566706,0
9136,9.543234787249512,9.543234787249512,Ford,Fiesta,-0.0005596717614566706,0
8380,9.667448713236185,9.667448713236185,Ford,Fiesta,-0.0005596717614566706,0
3339,9.468851067127684,9.468851067127686,Ford,Fiesta,-0.0005596717614566706,0
15900,8.980927207648378,8.980927207648378,Ford,Fiesta,-0.0005596717614566706,0
12621,9.543234787249512,9.543234787249512,Ford,Fiesta,-0.0005596717614566706,0
15217,9.099408811268901,9.099408811268901,Ford,Fiesta,-0.0005596717614566706,0
2957,9.392245175273795,9.392245175273795,Ford,Fiesta,-0.0005596717614566706,0
9916,9.254357257392957,9.254357257392957,Ford,Fiesta,-0.0005596717614566706,0
17142,9.996522418503318,9.996522418503318,Ford,Fiesta,-0.0005596717614566706,0
4728,9.795345393916424,9.795345393916424,Ford,Fiesta,-0.0005596717614566706,0
12107,9.164296433474776,9.164296433474776,Ford,Fiesta,-0.0005596717614566706,0
5709,10.021270588192511,10.021270588192513,Ford,Fiesta,-0.0005596717614566706,0
8828,9.895959286115337,9.895959286115337,Ford,Fiesta,-0.0005596717614566706,0
14183,8.281470857895167,8.281470857895167,Ford,Fiesta,-0.0005596717614566706,0
1042,9.209840246934501,9.209840246934501,Ford,Fiesta,-0.0005596717614566706,0
11520,9.9281801651265,9.9281801651265,Ford,Fiesta,-0.0005596717614566706,0
1474,9.710933825175925,9.710933825175925,Ford,Fiesta,-0.0005596717614566706,0
1742,9.708080756193517,9.708080756193517,Ford,Fiesta,-0.0005596717614566706,0
16771,9.795345393916424,9.795345393916424,Ford,Fiesta,-0.0005596717614566706,0
16602,9.258654232254733,9.258654232254733,Ford,Fiesta,-0.0005596717614566706,0
14382,9.468851067127684,9.468851067127684,Ford,Fiesta,-0.0005596717614566706,0
2375,9.153770020487789,9.153770020487789,Ford,Fiesta,-0.0005596717614566706,0
947,9.740674462130217,9.740674462130217,Ford,Fiesta,-0.0005596717614566706,0
8403,10.04107321548869,10.04107321548869,Ford,Fiesta,-0.0005596717614566706,0
7141,9.60911649193355,9.60911649193355,Ford,Fiesta,-0.0005596717614566706,0
9316,9.153770020487789,9.153770020487789,Ford,Fiesta,-0.0005596717614566706,0
16409,9.468851067127684,9.468851067127684,Ford,Fiesta,-0.0005596717614566706,0
7366,9.301094735244646,9.301094735244646,Ford,Fiesta,-0.0005596717614566706,0
11821,9.581559041355757,9.581559041355757,Ford,Fiesta,-0.0005596717614566706,0
14506,9.546455401949554,9.546455401949554,Ford,Fiesta,-0.0005596717614566706,0
10770,8.7787879291047,8.778787929104698,Ford,Fiesta,-0.0005596717614566706,0
2317,9.795345393916424,9.795345393916424,Ford,Fiesta,-0.0005596717614566706,0
17277,9.872976797331106,9.872976797331107,Ford,Fiesta,-0.0005596717614566706,0
8905,9.388486557359657,9.388486557359657,Ford,Fiesta,-0.0005596717614566706,0
10605,9.510074525452104,9.510074525452104,Ford,Fiesta,-0.0005596717614566706,0
12797,9.205327830152639,9.205327830152639,Ford,Fiesta,-0.0005596717614566706,0
13926,9.546455401949554,9.546455401949554,Ford,Fiesta,-0.0005596717614566706,0
12439,9.543234787249512,9.35546013248543,Ford,Fiesta,-0.0005596717614566706,0
7020,9.767094927630573,9.767094927630573,Ford,Fiesta,-0.0005596717614566706,0
13976,9.792555991828847,9.792555991828847,Ford,Fiesta,-0.0005596717614566706,0
16239,9.89318465954023,9.89318465954023,Ford,Fiesta,-0.0005596717614566706,0
298,8.779557455883728,8.779557455883728,Ford,Fiesta,-0.0005596717614566706,0
3745,9.679718805828,9.679718805828,Ford,Fiesta,-0.0005596717614566706,0
6006,9.710812583662682,9.710812583662682,Ford,Fiesta,-0.0005596717614566706,0
1601,9.388486557359657,9.388486557359657,Ford,Fiesta,-0.0005596717614566706,0
11925,9.875602349046593,9.875602349046593,Ford,Fiesta,-0.0005596717614566706,0
15564,9.849559210510572,9.849559210510572,Ford,Fiesta,-0.0005596717614566706,0
6933,8.852950887099581,8.852950887099581,Ford,Fiesta,-0.0005596717614566706,0
2318,9.996522418503318,9.996522418503318,Ford,Fiesta,-0.0005596717614566706,0
1757,9.464982590349763,9.464982590349763,Ford,Fiesta,-0.0005596717614566706,0
10660,9.301094735244646,9.301094735244646,Ford,Fiesta,-0.0005596717614566706,0
12121,9.578449693540579,9.578449693540579,Ford,Fiesta,-0.0005596717614566706,0
17119,9.90098442231801,9.900984422318007,Ford,Transit Connect,-3.6062212810103395e-30,0
2112,9.392578591964389,9.392578591964389,Ford,Transit Connect,-3.6062212810103395e-30,0
3967,9.543234787249512,9.543234787249512,Ford,Transit Connect,-3.6062212810103395e-30,0
3008,7.803843303538772,7.803843303538772,Ford,Transit Connect,-3.6062212810103395e-30,0
5036,9.632334782035558,9.632334782035562,Ford,Transit Connect,-3.6062212810103395e-30,0
4872,9.738023112808596,9.738023112808598,Ford,Transit Connect,-3.6062212810103395e-30,0
468,9.350102314351341,9.350102314351343,Ford,Transit Connect,-3.6062212810103395e-30,0
4984,9.90098442231801,9.900984422318011,Ford,Transit Connect,-3.6062212810103395e-30,0
16936,9.761347785375005,9.761347785375005,Ford,Transit Connect,-3.6062212810103395e-30,0
16213,10.273325483001141,10.27332548300114,Ford,Transit Connect,-3.6062212810103395e-30,0
2836,9.648595302907339,9.64859530290734,Ford,Transit Connect,-3.6062212810103395e-30,0
498,9.811920359010637,9.81192035901064,Ford,Transit Connect,-3.6062212810103395e-30,0
14116,9.738023112808596,9.738023112808598,Ford,Transit Connect,-3.6062212810103395e-30,0
927,9.453286550586572,9.453286550586574,Ford,Transit Connect,-3.6062212810103395e-30,0
13831,10.165621021141535,10.165621021141533,Ford,S-Max,-1.8932661725304283e-29,0
14963,10.882377426166803,10.882377426166796,Ford,S-Max,-1.8932661725304283e-29,0
3534,9.38429367909962,9.384293679099622,Ford,S-Max,-1.8932661725304283e-29,0
13462,10.620107089281216,10.620107089281214,Ford,S-Max,-1.8932661725304283e-29,0
4715,9.51044496442652,9.510444964426513,Ford,S-Max,-1.8932661725304283e-29,0
17288,9.90323752128092,9.903237521280918,Ford,S-Max,-1.8932661725304283e-29,0
8446,9.433483923290392,9.433483923290389,Ford,S-Max,-1.8932661725304283e-29,0
3366,10.431170293368542,10.431170293368542,Ford,S-Max,-1.8932661725304283e-29,0
8728,10.064542911536916,10.064542911536918,Ford,S-Max,-1.8932661725304283e-29,0
1758,9.301094735244646,9.301094735244645,Ford,S-Max,-1.8932661725304283e-29,0
14712,9.878169744551839,9.878169744551835,Ford,S-Max,-1.8932661725304283e-29,0
5218,8.507142855562735,8.507142855562726,Ford,S-Max,-1.8932661725304283e-29,0
8364,10.46296047312364,10.462960473123635,Ford,S-Max,-1.8932661725304283e-29,0
12077,9.546455401949554,9.546455401949558,Ford,S-Max,-1.8932661725304283e-29,0
11632,9.53097354456765,9.530973544567647,Ford,Transit Custom,-1.660759800465288e-30,0
10554,9.543234787249512,9.54323478724951,Ford,Transit Custom,-1.660759800465288e-30,0
17388,9.90098442231801,9.900984422318007,Ford,Transit Custom,-1.660759800465288e-30,0
14210,10.116580767996837,10.116580767996835,Ford,Transit Custom,-1.660759800465288e-30,0
456,9.973479924356162,9.973479924356162,Ford,Transit Custom,-1.660759800465288e-30,0
15442,9.564512185696797,9.564512185696797,Ford,Transit Custom,-1.660759800465288e-30,0
7401,10.094107912144779,10.094107912144777,Ford,Transit Custom,-1.660759800465288e-30,0
15679,10.402746539930654,10.402746539930652,Ford,Transit Custom,-1.660759800465288e-30,0
7837,10.341742483467284,10.341742483467284,Ford,Transit Custom,-1.660759800465288e-30,0
10945,10.461673747661957,10.461673747661957,Ford,Transit Custom,-1.660759800465288e-30,0
12454,10.402746539930654,10.402746539930652,Ford,Transit Custom,-1.660759800465288e-30,0
12043,10.411870194650978,10.411870194650977,Ford,Transit Custom,-1.660759800465288e-30,0
1180,9.615805480084347,9.615805480084346,Ford,Transit Custom,-1.660759800465288e-30,0
2820,9.51044496442652,9.51044496442652,Ford,Transit Custom,-1.660759800465288e-30,0
10433,9.789478635924262,9.789478635924262,Ford,Transit Custom,-1.660759800465288e-30,0
2057,9.67721410821299,9.67721410821299,Ford,Transit Custom,-1.660759800465288e-30,0
971,9.67721410821299,9.67721410821299,Ford,Transit Custom,-1.660759800465288e-30,0
17205,10.517320926376348,10.517320926376346,Ford,Transit Custom,-1.660759800465288e-30,0
6820,10.371927459805681,10.371927459805681,Ford,Transit Custom,-1.660759800465288e-30,0
10405,10.766272016887141,10.766272016887141,Ford,Ranger,-1.5025922004209748e-31,0
4245,10.437345875412692,10.437345875412692,Ford,Ranger,-1.5025922004209748e-31,0
8819,10.544024782823776,10.544024782823776,Ford,Ranger,-1.5025922004209748e-31,0
4036,10.713306039899766,10.713306039899766,Ford,Ranger,-1.5025922004209748e-31,0
12397,10.239781201782993,10.239781201782993,Ford,Ranger,-1.5025922004209748e-31,0
4544,10.404111313817522,10.404111313817522,Ford,Ranger,-1.5025922004209748e-31,0
561,10.124629101179664,10.124629101179664,Ford,Ranger,-1.5025922004209748e-31,0
557,10.518646164234097,10.518646164234097,Ford,Ranger,-1.5025922004209748e-31,0
15131,10.714417768752456,10.714417768752456,Ford,Ranger,-1.5025922004209748e-31,0
15851,10.489884363149192,10.489884363149192,Ford,Ranger,-1.5025922004209748e-31,0
8977,10.532096211958502,10.532096211958502,Ford,Ranger,-1.5025922004209748e-31,0
7087,10.402746539930654,10.402746539930654,Ford,Ranger,-1.5025922004209748e-31,0
10315,10.691944912900398,10.691944912900398,Ford,Ranger,-1.5025922004209748e-31,0
9118,10.450162829195817,10.450162829195817,Ford,Ranger,-1.5025922004209748e-31,0
839,10.399707023912757,10.399707023912756,Ford,Ranger,-1.5025922004209748e-31,0
10801,9.680031452383618,9.680031452383618,Ford,Ranger,-1.5025922004209748e-31,0
11563,10.389487554866463,10.389487554866463,Ford,Ranger,-1.5025922004209748e-31,0
10774,10.777914080311584,10.777914080311584,Ford,Ranger,-1.5025922004209748e-31,0
3326,10.308785980087194,10.308785980087194,Ford,Ranger,-1.5025922004209748e-31,0
17224,10.124629101179664,10.124629101179664,Ford,Ranger,-1.5025922004209748e-31,0
11784,9.895959286115337,9.895959286115337,Ford,Ranger,-1.5025922004209748e-31,0
4003,9.158520623246385,9.158520623246385,Ford,Transit,-0.004510101253165419,0
6770,10.371927459805681,10.371927459805683,Ford,Transit,-0.004510101253165419,0
3654,9.795345393916424,9.795345393916424,Ford,Transit,-0.004510101253165419,0
5323,9.996522418503318,9.996522418503318,Ford,Transit,-0.004510101253165419,0
16772,10.036706396322352,10.099143389774246,Ford,Transit,-0.004510101253165419,0
8254,9.822819649468673,9.822819649468675,Ford,Transit,-0.004510101253165419,0
6098,10.370361288772935,10.370361288772937,Ford,Transit,-0.004510101253165419,0
2720,10.2574839122691,10.2574839122691,Ford,Transit,-0.004510101253165419,0
14719,9.996522418503318,9.996522418503318,Ford,Transit,-0.004510101253165419,0
16301,10.238136699767878,10.238136699767878,Ford,Transit,-0.004510101253165419,0
15159,10.284113370630648,10.284113370630648,Ford,Transit,-0.004510101253165419,0
3211,10.126631103850338,10.126631103850338,Ford,Transit,-0.004510101253165419,0
7080,10.389487554866463,10.389487554866465,Ford,Transit,-0.004510101253165419,0
3662,9.769956159911606,9.769956159911606,Ford,Transit,-0.004510101253165419,0
7502,9.388486557359657,9.388486557359657,Ford,Transit,-0.004510101253165419,0
9366,10.014939477830271,10.014939477830271,Ford,Transit,-0.004510101253165419,0
5519,9.67721410821299,9.67721410821299,Ford,Transit,-0.004510101253165419,0
6160,9.849559210510572,9.849559210510572,Ford,Transit,-0.004510101253165419,0
6778,9.543234787249512,9.859199897145356,Ford,Transit,-0.004510101253165419,0
14121,9.648272670221848,9.648272670221848,Ford,Transit,-0.004510101253165419,0
