,id,make,model,true,predict,score,alpha_value,trainScore
2829,3102330,Hyundai,Kona,9.902236770634476,10.116098021782822,-0.030046983020572484,1,0.016506191234703777
10696,3157263,Bmw,5 Series,10.236381967809457,10.227643872119435,-0.030046983020572484,1,0.016506191234703777
2863,3102494,Hyundai,i40,9.528794103094718,9.29583203430765,-0.030046983020572484,1,0.016506191234703777
9954,3155705,Opel,Corsa,9.581903928408666,9.72082955274874,-0.030046983020572484,1,0.016506191234703777
5501,3135818,Volkswagen,Golf,10.562302054015568,10.33574786110267,-0.030046983020572484,1,0.016506191234703777
1940,3097424,Nissan,Juke,9.532351404751555,9.674734046269036,-0.030046983020572484,1,0.016506191234703777
16754,3168576,Volkswagen,Passat,9.849559210510572,9.836409563021812,-0.030046983020572484,1,0.016506191234703777
6046,3137450,Renault,Megane,9.388486557359657,9.369689061088287,-0.030046983020572484,1,0.016506191234703777
534,3087974,Volkswagen,up!,8.955448122347393,8.979358528226271,-0.030046983020572484,1,0.016506191234703777
12101,3160262,Toyota,C-HR,10.184711314926863,10.211442431138815,-0.030046983020572484,1,0.016506191234703777
16657,3168420,Audi,A1,9.612466578818832,9.33938164246787,-0.030046983020572484,1,0.016506191234703777
13930,3163813,Nissan,Qashqai,10.179223553969509,10.10534243396653,-0.030046983020572484,1,0.016506191234703777
17325,3169523,Bmw,5 Series,9.820105943597078,9.919767242664497,-0.030046983020572484,1,0.016506191234703777
492,3087530,Seat,Ateca,10.19988156558993,10.116653074457004,-0.030046983020572484,1,0.016506191234703777
1225,3092610,Kia,Sportage,10.104385494903019,10.132803293704086,-0.030046983020572484,1,0.016506191234703777
103,3085066,Seat,Arona,9.949893925350283,9.938438139918254,-0.030046983020572484,1,0.016506191234703777
8141,3151558,Nissan,Micra,9.612466578818832,9.770689387589755,-0.030046983020572484,1,0.016506191234703777
8363,3152033,Audi,A4,9.998797732340453,9.740794108386675,-0.030046983020572484,1,0.016506191234703777
10306,3156469,Volkswagen,Polo,10.043032079974024,10.199502146242025,-0.030046983020572484,1,0.016506191234703777
6551,3138836,Bmw,3 Series,10.083723602839061,10.142358120975732,-0.030046983020572484,1,0.016506191234703777
9135,3153864,Volvo,XC60,10.644233711895351,10.643975339745017,-0.030046983020572484,1,0.016506191234703777
5727,3136476,Bmw,1 Series,9.67721410821299,9.484926575152164,-0.030046983020572484,1,0.016506191234703777
4158,3109393,Hyundai,Santa Fe,8.987071812848821,9.065637687668593,-0.030046983020572484,1,0.016506191234703777
3604,3109672,Nissan,Micra,9.898475010712584,9.941314149301517,-0.030046983020572484,1,0.016506191234703777
1993,3097755,Volkswagen,Polo,9.634954298923107,9.477517843091666,-0.030046983020572484,1,0.016506191234703777
13403,3162845,Hyundai,i30,10.340128278112742,10.41810418277976,-0.030046983020572484,1,0.016506191234703777
16217,3167767,Kia,Sorento,10.489884363149192,10.618615514731315,-0.030046983020572484,1,0.016506191234703777
11874,3159843,Hyundai,Santa Fe,9.996522418503318,10.129355970832234,-0.030046983020572484,1,0.016506191234703777
6037,3137435,Kia,Ceed,9.259130536145614,9.512152177192728,-0.030046983020572484,1,0.016506191234703777
14135,3164267,Mercedes-benz,C Class,10.983596369639677,10.548627887090822,-0.030046983020572484,1,0.016506191234703777
15497,3166619,Audi,A4,10.340128278112742,10.37738335789825,-0.030046983020572484,1,0.016506191234703777
4574,3133007,Ford,Kuga,10.239781201782993,10.325296218945699,-0.030046983020572484,1,0.016506191234703777
3841,3107707,Bmw,3 Series,10.203406942652387,10.235075316948176,-0.030046983020572484,1,0.016506191234703777
13216,3162407,Hyundai,Kona,9.849559210510572,10.12604889416594,-0.030046983020572484,1,0.016506191234703777
3424,3105247,Nissan,Qashqai,10.419300717813158,10.389726499261347,-0.030046983020572484,1,0.016506191234703777
445,3087207,Hyundai,i30,10.122502593266558,10.031039824488916,-0.030046983020572484,1,0.016506191234703777
15882,3167221,Nissan,Juke,9.90323752128092,9.788468643066967,-0.030046983020572484,1,0.016506191234703777
10177,3156154,Renault,Clio,10.013507197574677,9.978040740369764,-0.030046983020572484,1,0.016506191234703777
11697,3159523,Volkswagen,Golf,10.221759448941915,10.230297351606398,-0.030046983020572484,1,0.016506191234703777
1703,3095852,Ford,Transit,9.667765219015058,9.647067928690333,-0.030046983020572484,1,0.016506191234703777
12227,3160516,Kia,Ceed,10.180929877257716,10.040113018710155,-0.030046983020572484,1,0.016506191234703777
14642,3165122,Skoda,Octavia,9.90323752128092,9.831897949620318,-0.030046983020572484,1,0.016506191234703777
7878,3150922,Renault,Megane,9.464982590349763,9.562977565162535,-0.030046983020572484,1,0.016506191234703777
16655,3168418,Hyundai,i30,9.90098442231801,10.019250676870616,-0.030046983020572484,1,0.016506191234703777
3,3084423,Ford,Kuga,10.021048341275273,9.943822059760981,-0.030046983020572484,1,0.016506191234703777
164,3085343,Audi,Q5,10.75683848463641,10.769681458405325,-0.030046983020572484,1,0.016506191234703777
7377,3141392,Ford,Focus,10.352969546061066,10.258023123361756,-0.030046983020572484,1,0.016506191234703777
2072,3098261,Volkswagen,Polo,10.305613759378778,10.167129410055006,-0.030046983020572484,1,0.016506191234703777
10025,3155826,Mazda,CX-5,10.305446521315005,10.294780664899477,-0.030046983020572484,1,0.016506191234703777
7518,3150061,Volvo,XC60,10.411810046084,10.593311086650422,-0.030046983020572484,1,0.016506191234703777
3150,3103978,Mercedes-benz,C Class,10.432644132986843,10.565506583480136,-0.030046983020572484,1,0.016506191234703777
10884,3157627,Bmw,X3,10.747100058912297,10.705434026948643,-0.030046983020572484,1,0.016506191234703777
17004,3169026,Toyota,Rav4,10.477147120473486,10.310479468555728,-0.030046983020572484,1,0.016506191234703777
9466,3154638,Bmw,5 Series,11.034082887057288,10.88186633904085,-0.030046983020572484,1,0.016506191234703777
6335,3138202,Toyota,Auris,9.199077179697472,9.156168040481099,-0.030046983020572484,1,0.016506191234703777
11226,3158332,Mazda,Mazda3,9.581903928408666,9.639146429939807,-0.030046983020572484,1,0.016506191234703777
4337,3110460,Nissan,Qashqai,9.510074525452104,9.557997556143338,-0.030046983020572484,1,0.016506191234703777
14271,3164509,Mazda,Mazda3,9.952039593118293,10.192979499048203,-0.030046983020572484,1,0.016506191234703777
7222,3140909,Volkswagen,Passat,9.79784922051313,9.73507931743938,-0.030046983020572484,1,0.016506191234703777
10565,3156957,Volkswagen,Golf,10.340128278112742,10.329485161599719,-0.030046983020572484,1,0.016506191234703777
2566,3100855,Volkswagen,Golf,9.57838048699361,9.70541515358795,-0.030046983020572484,1,0.016506191234703777
370,3086681,Volkswagen,Passat,10.083723602839061,9.955376971128388,-0.030046983020572484,1,0.016506191234703777
2527,3100607,Volkswagen,Golf,9.539644119118783,9.609524702813324,-0.030046983020572484,1,0.016506191234703777
8179,3151631,Volkswagen,Touran,10.146433731146518,9.622291966768348,-0.030046983020572484,1,0.016506191234703777
11686,3159507,Opel,Insignia,10.03889218954233,9.976481249588252,-0.030046983020572484,1,0.016506191234703777
6637,3139072,Dacia,Duster,9.849559210510572,9.874594332493686,-0.030046983020572484,1,0.016506191234703777
6879,3139878,Suzuki,Vitara,9.67721410821299,10.133173389936145,-0.030046983020572484,1,0.016506191234703777
8051,3151275,Hyundai,Tucson,9.849559210510572,9.849455269152086,-0.030046983020572484,1,0.016506191234703777
12423,3160875,Hyundai,i10,9.345745008982385,9.372495760489306,-0.030046983020572484,1,0.016506191234703777
390,3086796,Volkswagen,Golf,10.083723602839061,9.952509046520769,-0.030046983020572484,1,0.016506191234703777
1519,3094654,Volkswagen,Polo,9.546455401949554,9.50550972474366,-0.030046983020572484,1,0.016506191234703777
13614,3163268,Seat,Leon,9.350102314351341,8.822054920127085,-0.030046983020572484,1,0.016506191234703777
14419,3164754,Bmw,5 Series,9.738023112808596,9.690539447990632,-0.030046983020572484,1,0.016506191234703777
439,3087160,Audi,A1,9.949893925350283,9.681317228044286,-0.030046983020572484,1,0.016506191234703777
12211,3160497,Kia,Sportage,10.239781201782993,10.32714877690478,-0.030046983020572484,1,0.016506191234703777
16300,3167889,Nissan,X-Trail,10.124629101179664,9.924754584276469,-0.030046983020572484,1,0.016506191234703777
6635,3139070,Toyota,Vitz,9.646981097552796,9.424118361355472,-0.030046983020572484,1,0.016506191234703777
9133,3153855,Nissan,Qashqai,9.90098442231801,9.772938643188933,-0.030046983020572484,1,0.016506191234703777
872,3090426,Seat,Ibiza,9.925738161470948,10.007190219533275,-0.030046983020572484,1,0.016506191234703777
10239,3156272,Kia,Sportage,10.236381967809457,10.289404598664785,-0.030046983020572484,1,0.016506191234703777
10343,3156543,Fiat,500,9.468851067127684,9.270309189106051,-0.030046983020572484,1,0.016506191234703777
533,3087964,Renault,Kadjar,9.792555991828847,9.756714743439934,-0.030046983020572484,1,0.016506191234703777
7195,3140824,Hyundai,i10,9.543234787249512,9.602215885896186,-0.030046983020572484,1,0.016506191234703777
14382,3164693,Ford,Fiesta,9.468851067127684,9.385766726476978,-0.030046983020572484,1,0.016506191234703777
13523,3163103,Peugeot,3008,10.536088233228039,10.539274909367025,-0.030046983020572484,1,0.016506191234703777
11700,3159527,Opel,Astra,9.39182824802156,9.351069105019135,-0.030046983020572484,1,0.016506191234703777
2949,3102894,Audi,A3,10.612975492684125,10.517902035824342,-0.030046983020572484,1,0.016506191234703777
11762,3159642,Bmw,X3,10.163926888594034,10.16629063897559,-0.030046983020572484,1,0.016506191234703777
5041,3134428,Volkswagen,Passat,10.04107321548869,10.15637517308233,-0.030046983020572484,1,0.016506191234703777
10183,3156162,Suzuki,Vitara,10.419151452942367,10.63595814521074,-0.030046983020572484,1,0.016506191234703777
7790,3150714,Mazda,Mazda6,9.158520623246385,9.34263420212173,-0.030046983020572484,1,0.016506191234703777
5721,3136453,Volkswagen,Tiguan,10.338511462885837,10.268008070068905,-0.030046983020572484,1,0.016506191234703777
16487,3168171,Bmw,3 Series,8.83927669058535,8.78757844914057,-0.030046983020572484,1,0.016506191234703777
5915,3137108,Toyota,Aqua,9.710509415553645,9.609120532424443,-0.030046983020572484,1,0.016506191234703777
6456,3138605,Volkswagen,Tiguan,10.657259354912508,10.450045395635692,-0.030046983020572484,1,0.016506191234703777
17106,3169188,Audi,A4,10.307284603543595,10.26528880437973,-0.030046983020572484,1,0.016506191234703777
12576,3161143,Mercedes-benz,E Class,11.155535980093628,10.790584721690045,-0.030046983020572484,1,0.016506191234703777
12570,3161135,Volkswagen,Polo,9.543234787249512,9.56721889696726,-0.030046983020572484,1,0.016506191234703777
16888,3168780,Volkswagen,Golf,10.61653539480241,10.379710501734744,-0.030046983020572484,1,0.016506191234703777
7584,3150207,Ford,Kuga,10.40259478334792,10.414617029438048,-0.030046983020572484,1,0.016506191234703777
6567,3138877,Mercedes-benz,C Class,10.16199824768763,10.189111262878745,-0.030046983020572484,1,0.016506191234703777
16838,3168700,Ford,Mondeo,10.106428396532818,10.004337464347092,-0.030046983020572484,1,0.016506191234703777
3345,3104818,Toyota,Landcruiser,10.642754668709626,10.895581566988524,-0.030046983020572484,1,0.016506191234703777
15638,3166851,Mazda,Demio,9.041921720351219,9.082107458457605,-0.030046983020572484,1,0.016506191234703777
8131,3151528,Volkswagen,Golf,10.267957039940773,10.358124495681093,-0.030046983020572484,1,0.016506191234703777
11197,3158280,Nissan,X-Trail,10.544024782823776,10.464765920873202,-0.030046983020572484,1,0.016506191234703777
11755,3159631,Hyundai,Tucson,10.752462577125415,10.61442131426703,-0.030046983020572484,1,0.016506191234703777
4800,3133692,Audi,Q3,10.432644132986843,10.584216203790358,-0.030046983020572484,1,0.016506191234703777
6013,3137387,Mercedes-benz,CLA Class,10.735309127783832,10.730572832179668,-0.030046983020572484,1,0.016506191234703777
10604,3157026,Hyundai,i10,9.67721410821299,9.82401558470499,-0.030046983020572484,1,0.016506191234703777
9595,3154918,Nissan,Qashqai,10.431170293368542,10.363981083872277,-0.030046983020572484,1,0.016506191234703777
15144,3165962,Citroen,Grand C4 Picasso,9.796737182589247,9.600914577856669,-0.030046983020572484,1,0.016506191234703777
2848,3102404,Bmw,5 Series,10.644233711895351,10.528655252002007,-0.030046983020572484,1,0.016506191234703777
8696,3152805,Hyundai,i30,10.300416329622006,10.184018414342441,-0.030046983020572484,1,0.016506191234703777
3655,3106683,Bmw,1 Series,9.612466578818832,9.546832454199478,-0.030046983020572484,1,0.016506191234703777
9864,3155533,Audi,A5,10.165659490817816,10.16217788406352,-0.030046983020572484,1,0.016506191234703777
4259,3109866,Volkswagen,up!,8.922658299524402,8.95154272053507,-0.030046983020572484,1,0.016506191234703777
1947,3097453,Volkswagen,Transporter,10.448714603019452,10.097784340820077,-0.030046983020572484,1,0.016506191234703777
8157,3151585,Audi,A5,10.434086391401058,10.332388392686196,-0.030046983020572484,1,0.016506191234703777
6075,3137499,Toyota,Landcruiser,10.708846723703001,10.759789089414276,-0.030046983020572484,1,0.016506191234703777
2109,3098477,Volkswagen,Passat,10.387455722132236,10.229591151053386,-0.030046983020572484,1,0.016506191234703777
8715,3152860,Opel,Astra,9.67721410821299,9.649767906597548,-0.030046983020572484,1,0.016506191234703777
4246,3109831,Kia,Rio,9.581903928408666,9.508148619990047,-0.030046983020572484,1,0.016506191234703777
16344,3167955,Peugeot,208,9.47231994707559,9.784384224915984,-0.030046983020572484,1,0.016506191234703777
4991,3134246,Mercedes-benz,E Class,10.116580767996837,10.347597488671717,-0.030046983020572484,1,0.016506191234703777
10205,3156203,Honda,HR-V,9.91788343281986,10.071610107737614,-0.030046983020572484,1,0.016506191234703777
3169,3104062,Ford,Focus,9.66459564425378,9.59297339232864,-0.030046983020572484,1,0.016506191234703777
13456,3162950,Honda,HR-V,10.03889218954233,10.089648024321129,-0.030046983020572484,1,0.016506191234703777
10593,3157005,Volkswagen,Golf,9.301094735244646,9.458373353388911,-0.030046983020572484,1,0.016506191234703777
6371,3138314,Audi,A5,9.795345393916424,9.444242920019665,-0.030046983020572484,1,0.016506191234703777
4963,3134171,Honda,HR-V,9.99857043378282,9.987090053198772,-0.030046983020572484,1,0.016506191234703777
2696,3101587,Volkswagen,Golf,9.726153537253213,9.554942006133135,-0.030046983020572484,1,0.016506191234703777
10407,3156668,Volkswagen,Touran,9.328123407632566,9.404609930475107,-0.030046983020572484,1,0.016506191234703777
13034,3162073,Peugeot,5008,10.477287975463508,10.133925484245838,-0.030046983020572484,1,0.016506191234703777
13628,3163294,Volkswagen,Golf,9.296518068217235,9.291553745943485,-0.030046983020572484,1,0.016506191234703777
15302,3166253,Peugeot,Partner,9.895959286115337,10.004652651388916,-0.030046983020572484,1,0.016506191234703777
2613,3101091,Dacia,Duster,9.205327830152639,9.522290478192298,-0.030046983020572484,1,0.016506191234703777
9877,3155559,Skoda,Superb,10.239781201782993,10.1702045487586,-0.030046983020572484,1,0.016506191234703777
4083,3109012,Renault,Captur,10.16199824768763,10.200487549072896,-0.030046983020572484,1,0.016506191234703777
2690,3101547,Audi,A6,9.940301525658844,9.890701876814658,-0.030046983020572484,1,0.016506191234703777
9633,3154991,Toyota,Aqua,9.350102314351341,9.351213700468918,-0.030046983020572484,1,0.016506191234703777
12463,3160946,Volkswagen,Touareg,10.714306651468048,10.603884258041624,-0.030046983020572484,1,0.016506191234703777
13268,3162504,Nissan,Juke,9.205327830152639,9.246385618869043,-0.030046983020572484,1,0.016506191234703777
17300,3169483,Toyota,Rav4,10.341742483467284,10.414459726032655,-0.030046983020572484,1,0.016506191234703777
1908,3097237,Suzuki,Vitara,10.279695479577175,10.45182263219646,-0.030046983020572484,1,0.016506191234703777
3755,3107260,Nissan,X-Trail,10.12643108384767,9.972838204570538,-0.030046983020572484,1,0.016506191234703777
17262,3169432,Opel,Astra,8.846496938558838,9.187264152800937,-0.030046983020572484,1,0.016506191234703777
8088,3151350,Mercedes-benz,A Class,9.890908770329268,9.858510561253413,-0.030046983020572484,1,0.016506191234703777
14541,3164972,Hyundai,ix35,9.612466578818832,9.579514813536871,-0.030046983020572484,1,0.016506191234703777
1114,3091878,Audi,A6,9.767094927630573,9.544039384914145,-0.030046983020572484,1,0.016506191234703777
9237,3154118,Kia,Rio,9.735068900911164,9.693545343861917,-0.030046983020572484,1,0.016506191234703777
9549,3154820,Mini,Hatch,10.432644132986843,10.203547746033065,-0.030046983020572484,1,0.016506191234703777
4164,3109417,Mercedes-benz,E Class,10.640627694781701,10.475134169157451,-0.030046983020572484,1,0.016506191234703777
8173,3151625,Volkswagen,T-Roc,10.402746539930654,10.272435978175867,-0.030046983020572484,1,0.016506191234703777
8865,3153200,Volkswagen,Golf,9.849559210510572,9.721947447368496,-0.030046983020572484,1,0.016506191234703777
14106,3164222,Dacia,Sandero,9.543234787249512,9.6983989561147,-0.030046983020572484,1,0.016506191234703777
3197,3104140,Toyota,Avensis,9.017968479328726,8.664602314195125,-0.030046983020572484,1,0.016506191234703777
16543,3168266,Volkswagen,Passat,9.543234787249512,9.670734008156078,-0.030046983020572484,1,0.016506191234703777
14794,3165369,Ford,Focus,9.259130536145614,9.357392732629554,-0.030046983020572484,1,0.016506191234703777
2608,3101059,Volkswagen,Tiguan,10.142504453006628,10.350782288313967,-0.030046983020572484,1,0.016506191234703777
5795,3136662,Nissan,Juke,10.165659490817816,10.14611726637276,-0.030046983020572484,1,0.016506191234703777
1153,3092120,Nissan,Micra,9.825526011066415,9.80725753558306,-0.030046983020572484,1,0.016506191234703777
2493,3100428,Mini,Hatch,10.1226230824528,10.005454474108646,-0.030046983020572484,1,0.016506191234703777
6834,3139752,Volkswagen,Tiguan,10.163926888594034,10.070815747804648,-0.030046983020572484,1,0.016506191234703777
13234,3162435,Opel,Insignia,8.60337088765729,8.718421974099883,-0.030046983020572484,1,0.016506191234703777
4563,3132990,Volkswagen,Tiguan,10.503696737436805,10.498858697071743,-0.030046983020572484,1,0.016506191234703777
3533,3105925,Bmw,X5,11.407553838139561,11.366203440436689,-0.030046983020572484,1,0.016506191234703777
4643,3133198,Hyundai,i40,9.67721410821299,9.514360022939186,-0.030046983020572484,1,0.016506191234703777
8773,3153024,Volkswagen,Passat,10.273325483001141,10.273292618033746,-0.030046983020572484,1,0.016506191234703777
6752,3139488,Peugeot,3008,10.491274217438248,10.537204101891293,-0.030046983020572484,1,0.016506191234703777
15908,3167264,Opel,Corsa,10.03889218954233,10.118732122027101,-0.030046983020572484,1,0.016506191234703777
9037,3153567,Bmw,7 Series,11.37308851978243,11.297197203140074,-0.030046983020572484,1,0.016506191234703777
3648,3106576,Mercedes-benz,CLA Class,10.112532179470836,10.241058891139492,-0.030046983020572484,1,0.016506191234703777
9996,3155783,Ford,Fiesta,9.345745008982385,9.413723595957194,-0.030046983020572484,1,0.016506191234703777
14583,3165039,Ford,S-Max,9.740674462130217,9.485821934566577,-0.030046983020572484,1,0.016506191234703777
16869,3168752,Renault,Megane,10.305613759378778,10.330309723590538,-0.030046983020572484,1,0.016506191234703777
2633,3101275,Ford,Ranger,10.933106969717286,10.735124682763002,-0.030046983020572484,1,0.016506191234703777
6519,3138749,Mazda,Mazda6,9.966227582357314,10.063227914995197,-0.030046983020572484,1,0.016506191234703777
5288,3135298,Kia,Sportage,9.708080756193517,9.741465341515086,-0.030046983020572484,1,0.016506191234703777
17132,3169227,Volkswagen,Passat,9.388486557359657,9.389932628210978,-0.030046983020572484,1,0.016506191234703777
8476,3152268,Volkswagen,Golf,9.468851067127684,9.344366315885498,-0.030046983020572484,1,0.016506191234703777
10872,3157596,Hyundai,Kona,10.56346567170456,10.564745293942185,-0.030046983020572484,1,0.016506191234703777
14903,3165544,Mitsubishi,Outlander,9.632334782035558,9.933653321443659,-0.030046983020572484,1,0.016506191234703777
9711,3155192,Nissan,X-Trail,10.307284603543595,10.173482238478176,-0.030046983020572484,1,0.016506191234703777
9308,3154288,Renault,Megane,10.274878680310541,10.455465783099102,-0.030046983020572484,1,0.016506191234703777
16014,3167421,Ford,Kuga,10.388841510328449,10.349339019927669,-0.030046983020572484,1,0.016506191234703777
9858,3155521,Volkswagen,Golf,10.021048341275273,10.126755013328935,-0.030046983020572484,1,0.016506191234703777
4914,3134038,Skoda,Fabia,9.367344120785848,9.647410954352681,-0.030046983020572484,1,0.016506191234703777
4692,3133334,Bmw,5 Series,10.307284603543595,10.176031803972588,-0.030046983020572484,1,0.016506191234703777
12876,3161762,Bmw,5 Series,9.104868739033948,8.988649500545096,-0.030046983020572484,1,0.016506191234703777
17397,3169630,Opel,Astra,10.273325483001141,9.949781580303354,-0.030046983020572484,1,0.016506191234703777
4384,3110806,Ford,Transit,10.25061708363133,10.183886880967535,-0.030046983020572484,1,0.016506191234703777
16087,3167559,Volkswagen,Passat,10.371770953036444,10.265401014698607,-0.030046983020572484,1,0.016506191234703777
689,3088856,Ford,S-Max,10.236381967809457,9.82163021706956,-0.030046983020572484,1,0.016506191234703777
4112,3109145,Ford,Kuga,8.846496938558838,8.673085844811627,-0.030046983020572484,1,0.016506191234703777
11644,3159382,Toyota,C-HR,9.996522418503318,9.913728315300487,-0.030046983020572484,1,0.016506191234703777
3391,3105077,Bmw,X5,8.987196820661973,9.792419590645572,-0.030046983020572484,1,0.016506191234703777
156,3085311,Toyota,Prius,9.305195902988862,9.571192997265438,-0.030046983020572484,1,0.016506191234703777
5755,3136559,Kia,Stonic,9.975575628930383,10.252481781723857,-0.030046983020572484,1,0.016506191234703777
8142,3151559,Opel,Grandland X,10.124629101179664,10.16584293150748,-0.030046983020572484,1,0.016506191234703777
9522,3154771,Volkswagen,Polo,9.543234787249512,9.586994047796207,-0.030046983020572484,1,0.016506191234703777
7496,3149966,Ford,Focus,9.769670404801788,9.780042725104131,-0.030046983020572484,1,0.016506191234703777
10359,3156571,Kia,Sorento,10.308785980087194,10.392682672527851,-0.030046983020572484,1,0.016506191234703777
5840,3136820,Mercedes-benz,GLC Class,10.645305842559727,10.812566987654792,-0.030046983020572484,1,0.016506191234703777
6,3084433,Audi,A6,10.690807903113322,10.69066278429056,-0.030046983020572484,1,0.016506191234703777
3532,3105919,Volkswagen,Golf,9.738023112808596,9.691866923175132,-0.030046983020572484,1,0.016506191234703777
13837,3163651,Honda,Jazz,9.673445259530762,9.608673014370519,-0.030046983020572484,1,0.016506191234703777
6859,3139832,Volkswagen,Polo,9.259130536145614,9.750685843003357,-0.030046983020572484,1,0.016506191234703777
1461,3094217,Toyota,Avensis,9.205327830152639,9.1981156012315,-0.030046983020572484,1,0.016506191234703777
17517,3169816,Toyota,C-HR,10.201738576337144,10.33810000648912,-0.030046983020572484,1,0.016506191234703777
2901,3102669,Volkswagen,T-Roc,10.548100786100218,10.374444669906394,-0.030046983020572484,1,0.016506191234703777
3208,3104222,Ford,Focus,9.658226195968298,9.61843582287319,-0.030046983020572484,1,0.016506191234703777
7070,3140461,Bmw,5 Series,10.568749529606537,10.741804454526985,-0.030046983020572484,1,0.016506191234703777
7080,3140500,Ford,Transit,10.389487554866463,10.064597161792678,-0.030046983020572484,1,0.016506191234703777
17511,3169805,Audi,A4,9.878169744551839,9.940847008599787,-0.030046983020572484,1,0.016506191234703777
8481,3152289,Honda,Jazz,9.209840246934501,9.442609654576119,-0.030046983020572484,1,0.016506191234703777
17276,3169450,Volkswagen,up!,8.980927207648378,9.049675222056575,-0.030046983020572484,1,0.016506191234703777
5708,3136414,Hyundai,i10,9.54287630006159,9.682036157108373,-0.030046983020572484,1,0.016506191234703777
11159,3158203,Mercedes-benz,C Class,11.102457865239273,10.970688540437827,-0.030046983020572484,1,0.016506191234703777
14598,3165063,Opel,Crossland X,9.89822372286103,10.211148793084588,-0.030046983020572484,1,0.016506191234703777
521,3087881,Renault,Kadjar,9.849559210510572,9.832069694902872,-0.030046983020572484,1,0.016506191234703777
14076,3164177,Renault,Captur,9.949893925350283,10.098505134091312,-0.030046983020572484,1,0.016506191234703777
1000,3091140,Hyundai,ix35,9.543234787249512,9.344687658975651,-0.030046983020572484,1,0.016506191234703777
10505,3156846,Nissan,Micra,9.047233034106032,9.227587322976747,-0.030046983020572484,1,0.016506191234703777
12354,3160745,Volkswagen,Polo,9.446676517076376,9.247627039241387,-0.030046983020572484,1,0.016506191234703777
15873,3167212,Ford,Focus,9.79784922051313,9.955139266672784,-0.030046983020572484,1,0.016506191234703777
9903,3155609,Toyota,Yaris,9.738023112808596,9.810457910291488,-0.030046983020572484,1,0.016506191234703777
9664,3155070,Volkswagen,Golf,9.43747594455993,9.551542433643085,-0.030046983020572484,1,0.016506191234703777
7522,3150067,Kia,Sportage,9.849559210510572,9.910826074030455,-0.030046983020572484,1,0.016506191234703777
6815,3139679,Audi,Q5,11.14836234818249,11.0441283762833,-0.030046983020572484,1,0.016506191234703777
17163,3169280,Nissan,Micra,9.581559041355757,9.758431668152218,-0.030046983020572484,1,0.016506191234703777
3872,3107827,Suzuki,Swift,9.185022563991893,9.02806120434994,-0.030046983020572484,1,0.016506191234703777
13961,3163939,Ford,Focus,9.60911649193355,9.641344340582354,-0.030046983020572484,1,0.016506191234703777
7182,3140796,Toyota,C-HR,10.273325483001141,10.355229241076433,-0.030046983020572484,1,0.016506191234703777
9317,3154303,Ford,Fiesta,9.464982590349763,9.38288460929857,-0.030046983020572484,1,0.016506191234703777
3887,3107867,Nissan,Qashqai,10.237635661893249,10.202276010284002,-0.030046983020572484,1,0.016506191234703777
9783,3155343,Toyota,Corolla,10.19802109993701,10.4121192441661,-0.030046983020572484,1,0.016506191234703777
8218,3151735,Hyundai,Tucson,10.21993928098399,10.282063257156176,-0.030046983020572484,1,0.016506191234703777
8443,3152197,Volkswagen,Passat,9.849559210510572,9.872551810021367,-0.030046983020572484,1,0.016506191234703777
6383,3138377,Ford,Mondeo,9.925444719888171,9.799213378587993,-0.030046983020572484,1,0.016506191234703777
3884,3107861,Mazda,Mazda6,9.301094735244646,9.357573246070254,-0.030046983020572484,1,0.016506191234703777
629,3088495,Skoda,Octavia,10.04107321548869,10.19474198275163,-0.030046983020572484,1,0.016506191234703777
73,3084823,Volkswagen,Tiguan,9.991956200523736,10.10167336614732,-0.030046983020572484,1,0.016506191234703777
1812,3096563,Bmw,4 Series,9.74090979777877,9.870988833828521,-0.030046983020572484,1,0.016506191234703777
848,3090077,Mercedes-benz,CLA Class,10.542706391070517,10.66607964309036,-0.030046983020572484,1,0.016506191234703777
2458,3100272,Audi,A4,9.767094927630573,9.370126990626732,-0.030046983020572484,1,0.016506191234703777
1601,3095145,Ford,Fiesta,9.388486557359657,9.232640235954143,-0.030046983020572484,1,0.016506191234703777
17240,3169400,Kia,Sportage,10.60893378868309,10.64214129535573,-0.030046983020572484,1,0.016506191234703777
11578,3159261,Nissan,Serena,9.902987427494446,9.738642746595593,-0.030046983020572484,1,0.016506191234703777
6163,3137722,Seat,Ibiza,9.66459564425378,9.642336721558133,-0.030046983020572484,1,0.016506191234703777
867,3090365,Hyundai,Kona,10.076474005852402,10.267670895225038,-0.030046983020572484,1,0.016506191234703777
15757,3167040,Mercedes-benz,A Class,9.851931065621725,9.823249636471251,-0.030046983020572484,1,0.016506191234703777
3025,3103258,Audi,A4,9.491752831414368,9.274409121439447,-0.030046983020572484,1,0.016506191234703777
2419,3100122,Kia,Ceed,9.568014816247999,9.668106004471957,-0.030046983020572484,1,0.016506191234703777
16677,3168451,Toyota,Yaris,9.38806805975991,9.377729885425243,-0.030046983020572484,1,0.016506191234703777
13357,3162708,Hyundai,Tucson,9.838949031398556,9.911188999846399,-0.030046983020572484,1,0.016506191234703777
2324,3099685,Toyota,Landcruiser,10.611744995900427,10.239875150379616,-0.030046983020572484,1,0.016506191234703777
14305,3164563,Bmw,4 Series,10.402746539930654,10.451949408771139,-0.030046983020572484,1,0.016506191234703777
7469,3149903,Nissan,X-Trail,10.46296047312364,10.055192279782048,-0.030046983020572484,1,0.016506191234703777
